"time","rn","level","se"
2024-01-22,0,848.477657938859,0.0528284036438419
2024-01-23,0.244094488188976,848.477310046806,0.0529201620874955
2024-01-26,0.303149606299213,848.477225590746,0.0530146545122517
2024-01-26,0.303149606299213,848.477225590746,0.0530146545122517
2024-01-26,0.21259842519685,848.477355074041,0.0528792066204393
2024-01-26,0.21259842519685,848.477355074041,0.0528792066204393
2024-01-26,0.21259842519685,848.477355074041,0.0528792066204393
2024-01-26,0.21259842519685,848.477355074041,0.0528792066204393
2024-01-26,0.21259842519685,848.477355074041,0.0528792066204393
2024-01-26,0.21259842519685,848.477355074041,0.0528792066204393
2024-01-26,0.21259842519685,848.477355074041,0.0528792066204393
2024-02-26,0,848.933331973755,0.0741856495026554
2024-02-26,0,848.933331973755,0.0741856495026554
2024-02-26,0,848.933331973755,0.0741856495026554
2024-02-26,0,848.933331973755,0.0741856495026554
2024-03-01,0,848.92763935339,0.0748502817904629
2024-03-02,0,848.92763935339,0.0748502817904629
2024-03-05,0.440944881889764,848.897159115183,0.07502995819421
2024-03-06,0,848.897772650895,0.0750420172175143
2024-03-08,0.275590551181102,848.89738919192,0.0750251604656166
2024-03-10,0,849.056240471639,0.0806297843424718
2024-03-11,0,849.056240471639,0.0806297843424718
2024-03-13,0.0708661417322835,849.002162543487,0.069045852003024
2024-03-28,0,849.226689753611,0.0648903506933904
2024-04-01,0.228346456692913,849.499580453895,0.0623549260326059
2024-04-02,1.34251968503937,849.498030137052,0.0628361562310016
2024-04-03,0.425196850393701,849.499306550327,0.0623782726758746
2024-04-05,0,850.046142487089,0.0642654915653374
2024-04-05,0,850.046142487089,0.0642654915653374
2024-04-08,0,850.030115535585,0.0606900978319865
2024-04-09,0,850.030115535585,0.0606900978319865
2024-04-16,0.822834645669291,850.026526968987,0.0596783620579875
2024-04-19,0,849.973791587322,0.0585000213994537
2024-05-02,0.0748031496062992,849.997645442393,0.0658827024991468
2024-05-07,0.523622047244095,849.869712724211,0.0622761360456504
2024-05-10,0.0275590551181102,849.896843671403,0.0628899491404226
2024-05-13,0.015748031496063,850.077248748118,0.0630602880159321
2024-05-14,0.0275590551181102,850.077232314151,0.06305850387306
2024-05-18,0,849.938537425478,0.0613940283948833
2024-05-29,0,850.54940938845,0.065699258942064
2024-05-31,0,850.536054583301,0.0642501509992889
2024-06-01,0.21259842519685,850.535758774697,0.0642482294444855
2024-06-04,0,850.568181808463,0.0632291023588748
2024-06-07,0,850.754550694651,0.0664646455562593
2024-06-09,0,850.936489209889,0.0687681613087793
2024-06-21,2.11417322834646,850.585712100941,0.0678937519363211
2024-06-27,0,851.357813673431,0.0774285642087824
2024-06-28,0.452755905511811,851.528189390072,0.0783589304730342
2024-07-04,0,851.594151184529,0.0785084410852958
2024-07-05,1.91338582677165,851.580636865798,0.0803841885136219
2024-07-06,0.0669291338582677,851.581264986817,0.0807907016210311
2024-07-07,0.326771653543307,851.577563308587,0.0807495675264009
2024-07-08,0.165354330708661,851.594509094267,0.0800129889612252
2024-07-09,0.0118110236220472,851.584121481598,0.0794203024773353
2024-07-10,0,851.588164148733,0.0793865913446863
